name,ttm,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,929,000","2,175,000",,"2,175,000","2,175,000","2,175,000","2,175,000","2,175,000","2,175,000","2,175,000","2,175,000","2,175,000","2,175,000","2,175,000","2,175,000","2,175,000","2,175,000","2,175,000","2,175,000","2,175,000","2,175,000","2,175,000","2,426,000","3,688,000","3,809,000","4,026,000","5,031,000","5,031,000","5,726,000","7,439,000","9,387,000","9,945,000","9,945,000","9,944,000","9,945,000","9,945,000","9,979,000","9,900,000","9,900,000","9,900,000","9,574,000","7,800,000","4,500,000","4,000,000","2,680,000","2,400,000","1,300,000","1,100,000",,,,,,,,,,,,
	OtherunderPreferredStockDividend,"2,254,000","645,000",,,,,,"657,000","160,000","902,000","324,000","797,000","342,000","390,000","427,000","408,000","704,000","435,000","501,000","1,117,000","555,000","727,000","430,000","669,000","672,000","468,000","652,000","574,000","872,000","516,000","632,000","330,000","467,000","445,000","529,000","665,000","366,000","254,000","232,000","397,000","-16,000","59,000","139,000",,,,,,,,,,,,,,,"-951,000","-324,000",,,"2,175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,"212,000","658,000","12,000","1,710,000","-888,000","-247,000","12,000","669,000","172,000","914,000","336,000","809,000","354,000","402,000","439,000","12,000","11,000","447,000","11,000","-1,711,000","566,000","738,000","441,000","679,000","683,000","478,000","663,000","585,000","882,000","526,000","642,000","340,000","476,000","454,000","538,000","674,000","375,000","263,000","241,000","405,000","-8,000","67,000","147,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"1,250,914,000","367,923,000","146,902,000","241,293,000","494,747,000","138,691,000","262,044,000","335,209,000","78,914,000","447,953,000","142,223,000","341,128,000","147,703,000","170,828,000","167,971,000","167,650,000","279,677,000","168,281,000","170,366,000","385,734,000","192,486,000","254,662,000","141,643,000","237,573,000","238,248,000","165,225,000","235,875,000","242,235,000","356,392,000","197,444,000","237,931,000","155,428,000","206,142,000","172,324,000","208,144,000","142,642,000","241,100,000","158,086,000","141,739,000","252,212,000","-10,715,000","36,218,000","75,427,000","122,356,000","86,844,000","156,909,000","57,758,000","323,085,000","44,824,000","43,373,000","30,341,000","27,027,000","24,654,000","51,125,000","72,523,000","32,394,000","58,154,000","17,674,000","47,425,000","-1,806,000","231,406,000","125,159,000","46,275,000","129,645,000","126,594,000","48,877,000","44,345,000","47,102,000","42,901,000","67,794,000","111,902,000","94,554,000","96,953,000","54,736,000","67,435,000","111,894,000","43,191,000","32,859,000","23,102,000","98,108,000","55,212,000","74,042,000","33,700,000","63,033,000","24,685,000","32,315,000","35,690,000","56,486,000","79,229,000","39,131,000","41,654,000","44,336,000","48,550,000","40,712,000","37,227,000","64,297,000","34,200,000","24,300,000","9,900,000","22,160,000","23,700,000","13,700,000","9,000,000","9,361,000","8,200,000","7,200,000","6,700,000","2,762,000","5,800,000","3,600,000","3,200,000","3,100,000","2,100,000","4,400,000","1,900,000","2,400,000","2,300,000","2,400,000","400,000"
BasicEPS,,"2.59","1.05","1.72","3.54","0.99","1.87","2.4","0.57","3.21","1.02","2.44","1.05","1.21","1.19","1.2","2","1.21","1.23","2.79","1.39","1.84","1.03","1.72","1.73","1.2","1.72","1.76","2.6","1.44","1.73","1.13","1.54","1.3","1.57","1.08","1.83","1.22","1.09","1.95","-0.08","0.28","0.63","1.19","0.89","1.64","0.61","3.55","0.49","0.5","0.35","0.31","0.29","0.61","0.89","0.39","0.72","0.22","0.6","-0.02","3.01","1.63","0.6","1.66","1.6","0.62","0.57","0.59","0.54","0.87","1.48","1.13","1.32","0.75","0.93","1.56","0.6","0.46","0.33","1.4","0.8","1.1","0.5","0.92","0.36","0.47","0.52","0.71","1.16","0.58","0.62","0.67","0.73","0.62","0.56","1.01","0.52","0.81","0.15","0.768","0.37","0.35","0.34","0.886","0.36","0.33","0.33","0.32","0.31","0.28","0.19","0.18","0.18","0.38","0.17","0.21","0.2","0.21","0.03"
DilutedEPS,,"2.59","1.05","1.72","3.53","0.99","1.87","2.4","0.56","3.21","1.02","2.44","1.05","1.21","1.19","1.2","2","1.21","1.23","2.79","1.39","1.84","1.03","1.72","1.72","1.2","1.72","1.76","2.59","1.44","1.73","1.13","1.53","1.29","1.56","1.08","1.83","1.21","1.09","1.95","-0.08","0.28","0.63","1.19","0.89","1.63","0.6","3.54","0.49","0.49","0.35","0.31","0.29","0.61","0.88","0.39","0.72","0.22","0.59","-0.03","2.98","1.61","0.6","1.64","1.58","0.61","0.56","0.59","0.53","0.86","1.45","1.1","1.3","0.74","0.92","1.53","0.6","0.46","0.32","1.38","0.79","1.08","0.49","0.91","0.35","0.46","0.51","0.7","1.14","0.57","0.61","0.65","0.71","0.61","0.55","0.99","0.52","0.8","0.15","0.768","0.37","0.34","0.34","0.886","0.36","0.33","0.33","0.32","0.31","0.28","0.19","0.18","0.18","0.38","0.17","0.21","0.2","0.21","0.03"
BasicAverageShares,,"141,779,951","139,766,727","139,706,561","139,640,421","139,630,291","139,559,904","139,790,984","139,670,482","139,655,102","139,609,404","139,601,172","140,597,502","140,772,364","140,734,522","139,761,996","139,691,534","139,473,842","138,738,917","138,322,285","138,247,503","138,234,894","138,183,976","138,110,099","138,104,883","137,971,632","137,448,610","137,341,078","137,333,785","137,277,401","137,149,999","136,981,717","133,973,114","132,319,255","132,219,579","132,119,949","131,529,503","130,065,698","129,288,771","129,225,745","129,208,839","129,179,471","119,680,510","102,401,254","97,044,603","95,308,163","95,274,494","94,751,070","91,388,357","86,746,992","86,168,732","85,282,245","84,968,804","83,517,908","81,897,566","81,241,561","80,132,409","79,662,223","78,752,744","76,871,772","76,879,070","76,753,951","76,600,201","77,893,062","78,962,615","79,428,056","77,798,246","74,660,965","73,959,259","74,518,391","73,607,432","73,413,955","73,449,242","72,981,333","72,510,753","72,167,748","71,985,000","71,432,609","70,006,061","71,165,066","69,015,000","67,056,364","67,400,000","68,791,456","69,154,045","68,755,319","68,634,615","68,422,366","68,100,249","67,467,241","67,183,871","66,517,682","66,490,846","66,098,506","66,476,786","61,799,962","65,769,231","64,478,959","64,108,000","63,844,000","64,054,054","26,470,588","26,470,588","26,078,000","22,777,778","21,818,182","20,303,030","19,008,000","18,709,677","12,857,143","11,558,000","16,028,903","11,666,667","11,578,947","11,176,471","11,381,119","11,500,000","11,428,571","13,333,333"
DilutedAverageShares,,"142,124,117","140,023,810","140,007,832","139,981,959","139,934,478","139,976,082","139,928,816","139,737,725","139,655,102","139,609,404","139,632,368","140,603,722","140,772,364","140,777,873","139,968,027","139,852,674","139,618,231","138,832,201","138,463,943","138,323,064","138,234,894","138,183,976","138,245,981","138,307,046","138,173,151","137,531,242","137,519,045","137,505,054","137,437,733","137,383,044","137,349,671","134,709,460","133,086,439","133,175,773","132,677,639","131,905,995","130,248,321","129,629,557","129,611,467","129,620,138","129,595,399","120,111,128","102,863,336","97,546,569","95,992,825","95,653,779","95,511,354","92,340,368","87,597,981","86,997,530","86,141,794","85,768,696","84,245,105","82,310,670","81,888,349","80,609,277","80,042,294","79,792,281","77,766,742","77,653,020","77,578,617","77,440,892","78,839,984","80,024,714","80,647,514","79,187,500","75,802,009","75,354,717","75,384,884","75,130,345","76,199,306","74,579,231","73,967,568","73,298,913","75,107,776","71,985,000","71,432,609","72,193,750","71,990,249","69,888,608","68,298,148","68,775,510","68,791,456","71,049,699","70,250,000","69,980,392","68,422,366","70,115,873","68,650,877","68,285,246","66,517,682","68,615,664","67,893,518","67,685,455","64,347,063","65,769,231","65,868,570","64,108,000","72,252,195","64,054,054","26,470,588","26,470,588","26,078,000","22,777,778","21,818,182","20,303,030","19,008,000","18,709,677","12,857,143","11,558,000","16,028,903","11,666,667","11,578,947","11,176,471","11,381,119","11,500,000","11,428,571","13,333,333"
TotalExpenses,"1,863,145,000","464,318,000","467,462,000","463,813,000","461,940,000","447,847,000","441,257,000","424,564,000","432,140,000","415,335,000","410,109,000","404,425,000","402,176,000","389,925,000","394,250,000","374,359,000","376,051,000","376,769,000","360,541,000","362,946,000","362,894,000","361,411,000","363,000,000","349,153,000","342,456,000","334,242,000","328,500,000","318,616,000","319,579,000","313,296,000","304,168,000","290,832,000","295,552,000","285,871,000","286,256,000","276,083,000","272,255,000","262,976,000","257,651,000","251,654,000","309,845,000","338,449,000","225,787,000","165,467,000","170,919,000","167,345,000","163,136,000","157,204,000","162,901,000","162,450,000","161,503,000","160,550,000","158,917,000","150,580,000","153,193,000","167,138,000","148,278,000","145,038,000","146,735,000","159,214,000","114,777,000","138,935,000","137,031,000","141,993,000","132,930,000","128,108,000","126,318,000","121,774,000","116,613,000","116,253,000","111,516,000","114,055,000","112,274,000","110,755,000","111,548,000","106,735,000","111,712,000","107,265,000","105,074,000","236,155,000","102,725,000","100,495,000","100,051,000","224,747,000","101,062,000","95,477,000","93,087,000","91,049,000","91,162,000","89,647,000","87,532,000","84,850,000","82,506,000","80,955,000","76,934,000","527,616,000","-74,300,000","-69,800,000","-70,500,000","343,891,000","-67,000,000","-39,600,000","-24,000,000","133,223,000","-17,100,000","-15,900,000","-13,600,000","93,137,000","-12,400,000","-9,800,000","-8,900,000","-8,500,000","-7,800,000","-7,200,000","-7,000,000","-8,100,000","-5,100,000","-4,200,000","-700,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,250,865,000","367,923,000","146,902,000","241,293,000","494,747,000","138,691,000","262,044,000","335,209,000","78,914,000","447,953,000","142,223,000","341,128,000","147,703,000","170,828,000","167,971,000","167,650,000","279,677,000","168,281,000","170,366,000","385,734,000","192,486,000","254,662,000","141,643,000","237,573,000","238,248,000","165,225,000","235,875,000","242,235,000","356,392,000","197,444,000","237,931,000","155,428,000","206,142,000","172,324,000","208,144,000","142,642,000","241,100,000","158,086,000","141,739,000","252,212,000","-10,715,000","36,218,000","75,427,000","122,356,000","86,844,000","156,909,000","57,758,000","323,085,000","44,824,000","43,373,000","30,341,000","27,027,000","24,654,000","51,125,000","72,523,000","32,394,000","58,154,000","16,723,000","47,101,000","2,123,000","233,581,000","127,334,000","48,450,000","131,820,000","128,769,000","51,052,000","46,520,000","49,277,000","45,076,000","69,969,000","114,077,000","96,729,000","99,128,000","56,911,000","69,610,000","114,069,000","45,366,000","35,034,000","20,730,000","100,283,000","57,387,000","76,468,000","37,388,000","66,842,000","28,711,000","37,346,000","40,721,000","68,624,000","86,668,000","48,518,000","51,599,000","54,281,000","58,494,000","50,657,000","47,172,000","74,276,000","44,100,000","34,200,000","19,800,000","31,734,000","31,500,000","18,200,000","13,000,000","12,041,000","10,600,000","8,500,000","7,800,000","7,537,000","5,800,000","4,100,000","3,200,000","3,100,000","2,100,000","4,400,000","1,900,000","2,400,000","2,300,000","2,400,000","400,000"
NormalizedIncome,"666,994,457.095","255,529,800","146,989,868.76","151,162,641.384","181,365,278.087","138,315,431.943","114,363,415.65","124,857,013.375","96,499,023.782","116,836,391.375","103,268,010","166,295,190","125,344,560","144,443,610","152,544,355.801","171,006,466.837","155,462,638.262","155,415,480","160,345,290","223,287,100","174,154,970","179,828,970","143,708,170","187,465,800","223,051,200","154,497,000","191,128,200","160,073,243.518","148,472,837.074","169,675,066.322","188,913,624.289","148,754,236.181","157,164,269.063","139,825,943.427","170,374,600","114,452,666.592","242,065,250","120,789,650","104,024,750","97,385,500","41,724,000","4,466,200","28,549,000","75,391,500","77,617,900","60,526,000","57,603,350","50,852,000","46,850,400","36,660,650","30,341,000","25,153,000","24,964,250","28,651,050","20,089,450","-17,229,350","31,824,900","31,671,700","47,048,000","12,112,350","48,177,000","49,384,000","46,730,000","103,645,250","49,677,000","50,513,000","45,811,500","49,458,400","44,470,000","37,906,000","38,988,400","29,747,000","25,824,000","28,854,000","31,111,000","22,236,000","22,153,000","22,051,000","19,546,000","21,388,000","41,534,000","20,594,000","20,368,000","17,193,000","27,616,000","37,346,000","40,721,000","5,772,000","86,668,000","48,518,000","48,658,400","54,281,000","58,494,000","50,657,000","47,172,000","74,276,000","39,960,000","34,140,000","26,640,000","27,764,000","31,500,000","18,200,000","13,000,000","12,041,000","10,600,000","8,500,000","7,800,000","7,537,000","5,800,000","4,100,000","3,200,000","3,100,000","2,100,000","4,400,000","1,900,000","2,400,000","2,300,000","2,400,000","400,000"
InterestExpense,"223,157,000","51,585,000","56,821,000","57,461,000","57,290,000","58,797,000","56,526,000","55,711,000","55,987,000","56,104,000","52,613,000","51,589,000","53,249,000","53,399,000","55,914,000","54,190,000","51,493,000","50,010,000","47,892,000","55,180,000","54,097,000","56,585,000","55,113,000","52,523,000","47,741,000","50,102,000","49,295,000","49,648,000","47,871,000","46,581,000","43,410,000","42,217,000","43,234,000","44,590,000","45,573,000","47,987,000","46,376,000","43,722,000","42,533,000","44,630,000","43,945,000","43,169,000","38,174,000","36,117,000",,,"33,626,000",,,"45,855,000","44,271,000",,,"41,458,000","42,541,000","42,487,000","41,208,000","37,385,000","29,157,000","29,256,000","28,364,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-223,157,000","-51,585,000","-56,821,000","-57,461,000","-57,290,000","-58,797,000","-56,526,000","-55,711,000","-55,987,000","-56,104,000","-52,613,000","-51,589,000","-53,249,000","-53,399,000","-55,914,000","-54,190,000","-51,493,000","-50,010,000","-47,892,000","-55,180,000","-54,097,000","-56,585,000","-55,113,000","-52,523,000","-47,741,000","-50,102,000","-49,295,000","-49,648,000","-47,871,000","-46,581,000","-43,410,000","-42,217,000","-43,234,000","-44,590,000","-45,573,000","-47,987,000","-46,376,000","-43,722,000","-42,533,000","-44,630,000","-43,945,000","-43,169,000","-38,174,000","-36,117,000","-33,985,000","-33,193,000","-33,626,000","-34,083,000","-43,970,000","-45,855,000","-44,271,000","-46,949,000","-44,262,000","-41,458,000","-42,541,000","-42,487,000","-41,208,000","-37,385,000","-29,157,000","-29,256,000","-28,364,000","-29,598,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"1,489,212,000","419,175,000","207,156,000","305,308,000","557,573,000","197,204,000","321,073,000","395,308,000","137,013,000","504,091,000","194,092,000","390,525,000","200,939,000","223,135,000","224,011,000","223,686,000","342,386,000","218,315,000","218,310,000","440,816,000","246,504,000","311,128,000","196,703,000","290,009,000","285,940,000","215,296,000","285,076,000","292,041,000","404,222,000","243,936,000","281,324,000","197,784,000","249,349,000","218,136,000","253,626,000","199,849,000","287,377,000","215,919,000","145,953,000","132,839,000","29,839,000","45,221,000","26,706,000","104,354,000","100,985,000","91,460,000","89,318,000","83,887,000","88,176,000","82,409,000","74,808,000","71,342,000","68,666,000","69,888,000","62,394,000","26,603,000","73,773,000","77,106,000","72,748,000","61,139,000","103,715,000","75,287,000","74,807,000","70,393,000","75,194,000","73,828,000","70,388,000","72,026,000","71,054,000","64,422,000","62,291,000","60,922,000","57,718,000","61,122,000","57,163,000","54,678,000","55,861,000","54,993,000","51,805,000","-80,922,000","50,848,000","54,217,000","53,905,000","-63,400,000","59,296,000","65,308,000","67,017,000","69,223,000","72,107,000","72,712,000","68,225,000","67,148,000","63,845,000","59,003,000","58,154,000","-415,572,000","215,200,000","195,400,000","196,600,000","-227,807,000","186,900,000","110,700,000","69,400,000","-95,989,000","49,800,000","45,700,000","39,900,000","-68,444,000","35,500,000","28,200,000","25,400,000","23,700,000","21,400,000","22,500,000","18,900,000","19,100,000","15,600,000","13,200,000","2,200,000"
EBITDA,"2,308,391,000","619,721,000","411,899,000","512,540,000","764,231,000","396,506,000","522,859,000","592,344,000","330,804,000","688,563,000","377,389,000","568,348,000","376,287,000","399,384,000","401,922,000","395,050,000","507,849,000","381,008,000","380,367,000","599,730,000","403,042,000","467,813,000","355,762,000","447,109,000","430,930,000","356,735,000","425,697,000","432,061,000","535,951,000","376,405,000","408,540,000","320,043,000","369,533,000","336,763,000","370,479,000","313,933,000","399,213,000","326,314,000","252,320,000","237,645,000","190,521,000","241,327,000","136,535,000","169,921,000","166,983,000","156,335,000","152,309,000","147,201,000","150,438,000","145,303,000","136,107,000","131,957,000","127,294,000","127,367,000","118,489,000","83,196,000","128,733,000","130,843,000","125,388,000","112,303,000","153,112,000","134,223,000","123,599,000","117,571,000","124,286,000","120,460,000","120,021,000","115,291,000","192,579,000","105,660,000","101,910,000","104,507,000","98,723,000","103,244,000","100,852,000","96,291,000","99,653,000","96,429,000","92,563,000","-40,432,000","90,093,000","93,329,000","93,038,000","-23,881,000","97,052,000","101,684,000","101,940,000","105,348,000","105,115,000","105,701,000","99,788,000","99,554,000","95,008,000","90,794,000","88,821,000","-385,749,000","243,700,000","222,800,000","224,600,000","-196,283,000","211,100,000","125,300,000","79,300,000","-88,080,000","56,800,000","52,100,000","45,600,000","-63,055,000","40,600,000","32,400,000","29,400,000","27,500,000","24,700,000","25,800,000","22,200,000","21,800,000","18,400,000","15,700,000","2,600,000"
ReconciledCostOfRevenue,"953,973,000","244,835,000","239,327,000","229,140,000","240,671,000","227,254,000","222,050,000","211,047,000","221,036,000","212,398,000","209,460,000","213,137,000","212,843,000","198,103,000","199,019,000","190,393,000","197,819,000","195,111,000","184,784,000","189,927,000","192,422,000","190,224,000","190,277,000","180,149,000","185,787,000","178,798,000","174,653,000","168,168,000","175,922,000","168,816,000","165,548,000","157,145,000","164,904,000","156,909,000","158,805,000","151,284,000","149,129,000","142,361,000","142,048,000","138,537,000","139,285,000","130,998,000","105,919,000","92,197,000","94,359,000","91,754,000","88,750,000","86,043,000","92,591,000","90,058,000","92,912,000","93,064,000","91,487,000","87,570,000","86,659,000","74,275,000","87,568,000","65,180,000","65,132,000","149,335,000","84,426,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
