institutionid,scoredate,scoretype,aspectname,scorevalue,ticker,companyname
103247,2013-09-12,Question,CEO-to-Employee Pay Ratio,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Codes of Conduct,100,ALL,The Allstate Corporation
103247,2013-09-12,Question,Codes of Conduct: Coverage,25,ALL,The Allstate Corporation
103247,2013-09-12,Question,Codes of Conduct: Systems/ Procedures,56,ALL,The Allstate Corporation
103247,2013-09-12,Question,Corporate Governance Policy,88,ALL,The Allstate Corporation
103247,2013-09-12,Question,Corruption & Bribery,60,ALL,The Allstate Corporation
103247,2013-09-12,Question,Customer Data Security & Data Privacy,25,ALL,The Allstate Corporation
103247,2013-09-12,Question,Customer Feedback Process,40,ALL,The Allstate Corporation
103247,2013-09-12,Question,Customer Satisfaction Measurement,33,ALL,The Allstate Corporation
103247,2013-09-12,Question,Digital Strategy,67,ALL,The Allstate Corporation
103247,2013-09-12,Question,Non-Executive Chairperson/ Lead Director,60,ALL,The Allstate Corporation
103247,2013-09-12,Question,Online Financial Services: Success,18,ALL,The Allstate Corporation
103247,2013-09-12,Question,Opportunities,22,ALL,The Allstate Corporation
103247,2013-09-12,Question,Reporting on breaches,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Responsibilities and Committees,75,ALL,The Allstate Corporation
103247,2013-09-12,Question,Risk Governance,92,ALL,The Allstate Corporation
103247,2013-09-12,Question,Risk Map,14,ALL,The Allstate Corporation
103247,2013-09-12,Question,Risk Optimization,39,ALL,The Allstate Corporation
103247,2013-09-12,Question,Risk Review,4,ALL,The Allstate Corporation
103247,2013-09-12,Question,Risk Strategy,20,ALL,The Allstate Corporation
103247,2013-09-12,Question,Supplier Risk Management Measures,21,ALL,The Allstate Corporation
103247,2013-09-12,Question,Supply Chain Risk Exposure,24,ALL,The Allstate Corporation
103247,2013-09-12,Question,Supply Chain Transparency & Reporting,50,ALL,The Allstate Corporation
103247,2013-09-12,Question,Transparency of Executive Compensation,100,ALL,The Allstate Corporation
103247,2013-09-12,Question,Absentee Rate,17,ALL,The Allstate Corporation
103247,2013-09-12,Question,Absenteeism: Work-Related Stress,25,ALL,The Allstate Corporation
103247,2013-09-12,Question,Access to Insurance/ Social Value Added,23,ALL,The Allstate Corporation
103247,2013-09-12,Question,Balance of Variable Compensation Based on Corporate and I,23,ALL,The Allstate Corporation
103247,2013-09-12,Question,Business and Human Rights,20,ALL,The Allstate Corporation
103247,2013-09-12,Question,CEO Compensation - Success Metrics,40,ALL,The Allstate Corporation
103247,2013-09-12,Question,Corporate Citizenship Strategy,60,ALL,The Allstate Corporation
103247,2013-09-12,Question,Coverage of Employees through Predefined Performance Appr,33,ALL,The Allstate Corporation
103247,2013-09-12,Question,Employee Support Programs,40,ALL,The Allstate Corporation
103247,2013-09-12,Question,Employee Turnover Rate,43,ALL,The Allstate Corporation
103247,2013-09-12,Question,Human Capital Performance Indicators,40,ALL,The Allstate Corporation
103247,2013-09-12,Question,Human Resource Skill Mapping and Developing Process,37,ALL,The Allstate Corporation
103247,2013-09-12,Question,Measuring Benefits,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,OHS Governance Framework,37,ALL,The Allstate Corporation
103247,2013-09-12,Question,OHS Governance Oversight,31,ALL,The Allstate Corporation
103247,2013-09-12,Question,OHS Training & Education,8,ALL,The Allstate Corporation
103247,2013-09-12,Question,Payout Type of Total Performance-Related Compensation,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Percentage of Performance Related Compensation for each E,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Personal and Organizational Learning and Development,30,ALL,The Allstate Corporation
103247,2013-09-12,Question,Philanthropic Contributions,31,ALL,The Allstate Corporation
103247,2013-09-12,Question,Social Reporting - Assurance,25,ALL,The Allstate Corporation
103247,2013-09-12,Question,Social Reporting - Coverage,100,ALL,The Allstate Corporation
103247,2013-09-12,Question,Social Reporting - Materiality,32,ALL,The Allstate Corporation
103247,2013-09-12,Question,Social Reporting - Quantitative Data,72,ALL,The Allstate Corporation
103247,2013-09-12,Question,Stakeholder Engagement Governance,36,ALL,The Allstate Corporation
103247,2013-09-12,Question,Stakeholder Engagement Review,20,ALL,The Allstate Corporation
103247,2013-09-12,Question,Trend of Employee Wellbeing,6,ALL,The Allstate Corporation
103247,2013-09-12,Question,Type of Performance Appraisal,32,ALL,The Allstate Corporation
103247,2013-09-12,Question,Type of Philanthropic Activities,55,ALL,The Allstate Corporation
103247,2013-09-12,Question,Workforce Breakdown: Gender,14,ALL,The Allstate Corporation
103247,2013-09-12,Dimension,Economic Governance Dimension,60,ALL,The Allstate Corporation
103247,2013-09-12,Dimension,Environmental Dimension,49,ALL,The Allstate Corporation
103247,2013-09-12,Dimension,Social Dimension,38,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Business Risks and Opportunities,43,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Environmental Policy & Management Systems,43,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Environmental Reporting,62,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Operational Eco-Efficiency,26,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Risk Detection,75,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Brand Management,52,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Business Ethics,65,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Corporate Governance,83,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Customer Relationship Management,46,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Risk & Crisis Management,55,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Supply Chain Management,52,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Corporate Citizenship & Philanthropy,35,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Financial Inclusion,23,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Human Capital Development,36,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Labor Practice Indicators,51,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Occupational Health & Safety,26,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Social Reporting,57,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Stakeholder Engagement,54,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Talent Attraction & Retention,37,ALL,The Allstate Corporation
103247,2013-09-12,S&P Global ESG Score,S&P Global ESG Score,40,ALL,The Allstate Corporation
103247,2013-09-12,Question,Corporate Environmental Policy: Areas,33,ALL,The Allstate Corporation
103247,2013-09-12,Question,Direct Greenhouse Gas Emissions (Scope 1),0,ALL,The Allstate Corporation
103247,2013-09-12,Question,EMS: Certification/ Audit/ Verification,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Early Detection of Risks in Product Development,100,ALL,The Allstate Corporation
103247,2013-09-12,Question,Emissions from Business Travel,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Energy Use,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Environmental / Social / Ethical elements of Underwriting,40,ALL,The Allstate Corporation
103247,2013-09-12,Question,Environmental Management Systems Database / Information S,25,ALL,The Allstate Corporation
103247,2013-09-12,Question,Environmental Reporting - Coverage,100,ALL,The Allstate Corporation
103247,2013-09-12,Question,Environmental Reporting - Materiality,56,ALL,The Allstate Corporation
103247,2013-09-12,Question,Environmental Reporting - Quantitative Data,67,ALL,The Allstate Corporation
103247,2013-09-12,Question,Indirect Greenhouse Gas Emissions (Scope 2),0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Investments,70,ALL,The Allstate Corporation
103247,2013-09-12,Question,Products / Services,25,ALL,The Allstate Corporation
103247,2013-09-12,Question,Responsible Environmental Business Practices,27,ALL,The Allstate Corporation
103247,2013-09-12,Question,Risk Training,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Sustainability Reporting Assurance,25,ALL,The Allstate Corporation
103247,2013-09-12,Question,Waste Disposal,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Water Use,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Audit Conflict of Interest,100,ALL,The Allstate Corporation
103247,2013-09-12,Question,Board Effectiveness,60,ALL,The Allstate Corporation
103247,2013-09-12,Question,Board Gender Diversity,50,ALL,The Allstate Corporation
103247,2013-09-12,Question,Board Type,100,ALL,The Allstate Corporation
103247,2013-09-12,Question,Brand Evaluation,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Brand Management Approach,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Brand Metrics Used,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,CEO-to-Employee Pay Ratio,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Codes of Conduct,100,ALL,The Allstate Corporation
103247,2013-09-12,Question,Codes of Conduct: Coverage,25,ALL,The Allstate Corporation
103247,2013-09-12,Question,Codes of Conduct: Systems/ Procedures,56,ALL,The Allstate Corporation
103247,2013-09-12,Question,Corporate Governance Policy,88,ALL,The Allstate Corporation
103247,2013-09-12,Question,Corruption & Bribery,60,ALL,The Allstate Corporation
103247,2013-09-12,Question,Customer Data Security & Data Privacy,25,ALL,The Allstate Corporation
103247,2013-09-12,Question,Customer Feedback Process,40,ALL,The Allstate Corporation
103247,2013-09-12,Question,Customer Satisfaction Measurement,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Digital Strategy,67,ALL,The Allstate Corporation
103247,2013-09-12,Question,Non-Executive Chairperson/ Lead Director,60,ALL,The Allstate Corporation
103247,2013-09-12,Question,Online Financial Services: Success,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Opportunities,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Reporting on breaches,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Responsibilities and Committees,75,ALL,The Allstate Corporation
103247,2013-09-12,Question,Risk Governance,92,ALL,The Allstate Corporation
103247,2013-09-12,Question,Risk Map,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Risk Optimization,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Risk Review,4,ALL,The Allstate Corporation
103247,2013-09-12,Question,Risk Strategy,20,ALL,The Allstate Corporation
103247,2013-09-12,Question,Supplier Risk Management Measures,21,ALL,The Allstate Corporation
103247,2013-09-12,Question,Supply Chain Risk Exposure,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Supply Chain Transparency & Reporting,50,ALL,The Allstate Corporation
103247,2013-09-12,Question,Transparency of Executive Compensation,100,ALL,The Allstate Corporation
103247,2013-09-12,Question,Absentee Rate,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Absenteeism: Work-Related Stress,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Access to Insurance/ Social Value Added,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Balance of Variable Compensation Based on Corporate and I,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Business and Human Rights,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,CEO Compensation - Success Metrics,40,ALL,The Allstate Corporation
103247,2013-09-12,Question,Corporate Citizenship Strategy,60,ALL,The Allstate Corporation
103247,2013-09-12,Question,Coverage of Employees through Predefined Performance Appr,33,ALL,The Allstate Corporation
103247,2013-09-12,Question,Employee Support Programs,40,ALL,The Allstate Corporation
103247,2013-09-12,Question,Employee Turnover Rate,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Human Capital Performance Indicators,40,ALL,The Allstate Corporation
103247,2013-09-12,Question,Human Resource Skill Mapping and Developing Process,37,ALL,The Allstate Corporation
103247,2013-09-12,Question,Measuring Benefits,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,OHS Governance Framework,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,OHS Governance Oversight,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,OHS Training & Education,8,ALL,The Allstate Corporation
103247,2013-09-12,Question,Payout Type of Total Performance-Related Compensation,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Percentage of Performance Related Compensation for each E,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Personal and Organizational Learning and Development,30,ALL,The Allstate Corporation
103247,2013-09-12,Question,Philanthropic Contributions,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Social Reporting - Assurance,25,ALL,The Allstate Corporation
103247,2013-09-12,Question,Social Reporting - Coverage,100,ALL,The Allstate Corporation
103247,2013-09-12,Question,Social Reporting - Materiality,32,ALL,The Allstate Corporation
103247,2013-09-12,Question,Social Reporting - Quantitative Data,72,ALL,The Allstate Corporation
103247,2013-09-12,Question,Stakeholder Engagement Governance,36,ALL,The Allstate Corporation
103247,2013-09-12,Question,Stakeholder Engagement Review,20,ALL,The Allstate Corporation
103247,2013-09-12,Question,Trend of Employee Wellbeing,6,ALL,The Allstate Corporation
103247,2013-09-12,Question,Type of Performance Appraisal,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Type of Philanthropic Activities,0,ALL,The Allstate Corporation
103247,2013-09-12,Question,Workforce Breakdown: Gender,14,ALL,The Allstate Corporation
103247,2013-09-12,Dimension,Economic Governance Dimension,53,ALL,The Allstate Corporation
103247,2013-09-12,Dimension,Environmental Dimension,40,ALL,The Allstate Corporation
103247,2013-09-12,Dimension,Social Dimension,29,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Business Risks and Opportunities,43,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Environmental Policy & Management Systems,32,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Environmental Reporting,62,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Operational Eco-Efficiency,5,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Risk Detection,65,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Brand Management,30,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Business Ethics,65,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Corporate Governance,83,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Customer Relationship Management,38,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Risk & Crisis Management,47,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Supply Chain Management,48,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Corporate Citizenship & Philanthropy,12,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Financial Inclusion,0,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Human Capital Development,36,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Labor Practice Indicators,48,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Occupational Health & Safety,9,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Social Reporting,57,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Stakeholder Engagement,54,ALL,The Allstate Corporation
103247,2013-09-12,Criteria,Talent Attraction & Retention,30,ALL,The Allstate Corporation
103247,2014-09-11,S&P Global ESG Score,S&P Global ESG Score,47,ALL,The Allstate Corporation
103247,2014-09-11,Question,Corporate Environmental Policy: Areas,33,ALL,The Allstate Corporation
103247,2014-09-11,Question,Direct Greenhouse Gas Emissions (Scope 1),60,ALL,The Allstate Corporation
103247,2014-09-11,Question,EMS: Certification/ Audit/ Verification,27,ALL,The Allstate Corporation
103247,2014-09-11,Question,Early Detection of Risks in Product Development,80,ALL,The Allstate Corporation
103247,2014-09-11,Question,Emissions from Business Travel,25,ALL,The Allstate Corporation
103247,2014-09-11,Question,Energy Use,38,ALL,The Allstate Corporation
103247,2014-09-11,Question,Environmental / Social / Ethical elements of Underwriting,100,ALL,The Allstate Corporation
103247,2014-09-11,Question,Environmental Management Systems Database / Information S,25,ALL,The Allstate Corporation
103247,2014-09-11,Question,Environmental Reporting - Coverage,100,ALL,The Allstate Corporation
103247,2014-09-11,Question,Environmental Reporting - Materiality,67,ALL,The Allstate Corporation
103247,2014-09-11,Question,Environmental Reporting - Quantitative Data,80,ALL,The Allstate Corporation
103247,2014-09-11,Question,Indirect Greenhouse Gas Emissions (Scope 2),60,ALL,The Allstate Corporation
103247,2014-09-11,Question,Investments,70,ALL,The Allstate Corporation
103247,2014-09-11,Question,Products / Services,30,ALL,The Allstate Corporation
103247,2014-09-11,Question,Risk Training,27,ALL,The Allstate Corporation
103247,2014-09-11,Question,Sustainability Reporting Assurance,0,ALL,The Allstate Corporation
103247,2014-09-11,Question,Waste Disposal,35,ALL,The Allstate Corporation
103247,2014-09-11,Question,Water Use,35,ALL,The Allstate Corporation
103247,2014-09-11,Question,Audit Conflict of Interest,94,ALL,The Allstate Corporation
103247,2014-09-11,Question,Board Diversity Policy,10,ALL,The Allstate Corporation
103247,2014-09-11,Question,Board Effectiveness,68,ALL,The Allstate Corporation
103247,2014-09-11,Question,Board Gender Diversity,58,ALL,The Allstate Corporation
103247,2014-09-11,Question,Board Type,100,ALL,The Allstate Corporation
103247,2014-09-11,Question,Brand Evaluation,41,ALL,The Allstate Corporation
103247,2014-09-11,Question,Brand Management Approach,16,ALL,The Allstate Corporation
103247,2014-09-11,Question,Brand Metrics Used,21,ALL,The Allstate Corporation
103247,2014-09-11,Question,CEO-to-Employee Pay Ratio,0,ALL,The Allstate Corporation
103247,2014-09-11,Question,Codes of Conduct,100,ALL,The Allstate Corporation
103247,2014-09-11,Question,Codes of Conduct: Coverage,25,ALL,The Allstate Corporation
103247,2014-09-11,Question,Codes of Conduct: Systems/ Procedures,56,ALL,The Allstate Corporation
103247,2014-09-11,Question,Corporate Governance Policy,88,ALL,The Allstate Corporation
103247,2014-09-11,Question,Corruption & Bribery,60,ALL,The Allstate Corporation
103247,2014-09-11,Question,Customer Data Security & Data Privacy,25,ALL,The Allstate Corporation
103247,2014-09-11,Question,Customer Feedback Process,40,ALL,The Allstate Corporation
103247,2014-09-11,Question,Customer Satisfaction Measurement,32,ALL,The Allstate Corporation
103247,2014-09-11,Question,Digital Strategy,67,ALL,The Allstate Corporation
103247,2014-09-11,Question,ESG Integration into Governance & Strategy,19,ALL,The Allstate Corporation
103247,2014-09-11,Question,Involvement of Stakeholders,11,ALL,The Allstate Corporation
103247,2014-09-11,Question,Non-Executive Chairperson/ Lead Director,60,ALL,The Allstate Corporation
103247,2014-09-11,Question,Online Financial Services: Success,23,ALL,The Allstate Corporation
103247,2014-09-11,Question,Opportunities,34,ALL,The Allstate Corporation
103247,2014-09-11,Question,Principles for Sustainable Insurance,54,ALL,The Allstate Corporation
103247,2014-09-11,Question,Reporting on breaches,0,ALL,The Allstate Corporation
103247,2014-09-11,Question,Responsibilities and Committees,75,ALL,The Allstate Corporation
103247,2014-09-11,Question,Risk Governance,92,ALL,The Allstate Corporation
103247,2014-09-11,Question,Risk Map,4,ALL,The Allstate Corporation
103247,2014-09-11,Question,Risk Optimization,27,ALL,The Allstate Corporation
103247,2014-09-11,Question,Risk Review,4,ALL,The Allstate Corporation
103247,2014-09-11,Question,Risk Strategy,20,ALL,The Allstate Corporation
103247,2014-09-11,Question,Supplier Risk Management Measures,15,ALL,The Allstate Corporation
103247,2014-09-11,Question,Supply Chain Risk Exposure,36,ALL,The Allstate Corporation
103247,2014-09-11,Question,Supply Chain Transparency & Reporting,21,ALL,The Allstate Corporation
103247,2014-09-11,Question,Tax Reporting,100,ALL,The Allstate Corporation
103247,2014-09-11,Question,Tax Strategy and Governance,54,ALL,The Allstate Corporation
103247,2014-09-11,Question,Taxation Governance & Risks,25,ALL,The Allstate Corporation
103247,2014-09-11,Question,Transparency of Executive Compensation,100,ALL,The Allstate Corporation
103247,2014-09-11,Question,Absentee Rate,0,ALL,The Allstate Corporation
103247,2014-09-11,Question,Access to Insurance/ Social Value Added,18,ALL,The Allstate Corporation
103247,2014-09-11,Question,Balance of Variable Compensation Based on Corporate and I,36,ALL,The Allstate Corporation
103247,2014-09-11,Question,Business and Human Rights,35,ALL,The Allstate Corporation
103247,2014-09-11,Question,CEO Compensation - Success Metrics,32,ALL,The Allstate Corporation
103247,2014-09-11,Question,Corporate Citizenship Strategy,40,ALL,The Allstate Corporation
103247,2014-09-11,Question,Coverage of Employees through Predefined Performance Appr,33,ALL,The Allstate Corporation
103247,2014-09-11,Question,Employee Development Programs,0,ALL,The Allstate Corporation
103247,2014-09-11,Question,Employee Support Programs,40,ALL,The Allstate Corporation
103247,2014-09-11,Question,Employee Turnover Rate,0,ALL,The Allstate Corporation
103247,2014-09-11,Question,Financial Inclusion Measurement & Impact,33,ALL,The Allstate Corporation
103247,2014-09-11,Question,Freedom of Association,0,ALL,The Allstate Corporation
103247,2014-09-11,Question,Gender Pay Indicators,28,ALL,The Allstate Corporation
103247,2014-09-11,Question,Human Capital Performance Indicators,40,ALL,The Allstate Corporation
103247,2014-09-11,Question,Human Capital Return on Investment,59,ALL,The Allstate Corporation
103247,2014-09-11,Question,Labor KPIs - Layoffs,39,ALL,The Allstate Corporation
103247,2014-09-11,Question,Measuring Benefits,0,ALL,The Allstate Corporation
103247,2014-09-11,Question,OHS Governance Framework,45,ALL,The Allstate Corporation
103247,2014-09-11,Question,OHS Governance Oversight,45,ALL,The Allstate Corporation
103247,2014-09-11,Question,OHS Training & Education,8,ALL,The Allstate Corporation
103247,2014-09-11,Question,Percentage of Performance Related Compensation for each E,0,ALL,The Allstate Corporation
103247,2014-09-11,Question,Philanthropic Contributions,30,ALL,The Allstate Corporation
103247,2014-09-11,Question,Public Commitment to Human Rights,0,ALL,The Allstate Corporation
103247,2014-09-11,Question,Return on Employee Development Investment,24,ALL,The Allstate Corporation
103247,2014-09-11,Question,Social Reporting - Assurance,0,ALL,The Allstate Corporation
103247,2014-09-11,Question,Social Reporting - Coverage,100,ALL,The Allstate Corporation
103247,2014-09-11,Question,Social Reporting - Materiality,45,ALL,The Allstate Corporation
103247,2014-09-11,Question,Social Reporting - Quantitative Data,60,ALL,The Allstate Corporation
103247,2014-09-11,Question,Stakeholder Engagement Governance,36,ALL,The Allstate Corporation
103247,2014-09-11,Question,Stakeholder Engagement Review,20,ALL,The Allstate Corporation
103247,2014-09-11,Question,Training & Development Inputs,0,ALL,The Allstate Corporation
103247,2014-09-11,Question,Trend of Employee Wellbeing,44,ALL,The Allstate Corporation
103247,2014-09-11,Question,Type of Performance Appraisal,15,ALL,The Allstate Corporation
103247,2014-09-11,Question,Type of Philanthropic Activities,54,ALL,The Allstate Corporation
103247,2014-09-11,Question,Workforce Breakdown: Gender,40,ALL,The Allstate Corporation
103247,2014-09-11,Dimension,Economic Governance Dimension,54,ALL,The Allstate Corporation
103247,2014-09-11,Dimension,Environmental Dimension,52,ALL,The Allstate Corporation
103247,2014-09-11,Dimension,Social Dimension,37,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Business Risks and Opportunities,55,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Environmental Policy & Management Systems,42,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Environmental Reporting,62,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Operational Eco-Efficiency,41,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Risk Detection,54,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Brand Management,48,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Business Ethics,65,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Corporate Governance,80,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Customer Relationship Management,47,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Principles for Sustainable Insurance,24,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Risk & Crisis Management,51,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Supply Chain Management,46,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Tax Strategy,68,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Corporate Citizenship & Philanthropy,31,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Financial Inclusion,23,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Human Capital Development,21,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Labor Practice Indicators,59,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Occupational Health & Safety,28,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Social Reporting,51,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Stakeholder Engagement,54,ALL,The Allstate Corporation
103247,2014-09-11,Criteria,Talent Attraction & Retention,41,ALL,The Allstate Corporation
103247,2014-09-11,S&P Global ESG Score,S&P Global ESG Score,38,ALL,The Allstate Corporation
103247,2014-09-11,Question,Corporate Environmental Policy: Areas,33,ALL,The Allstate Corporation
103247,2014-09-11,Question,Direct Greenhouse Gas Emissions (Scope 1),60,ALL,The Allstate Corporation
103247,2014-09-11,Question,EMS: Certification/ Audit/ Verification,0,ALL,The Allstate Corporation
103247,2014-09-11,Question,Early Detection of Risks in Product Development,80,ALL,The Allstate Corporation
103247,2014-09-11,Question,Emissions from Business Travel,0,ALL,The Allstate Corporation
103247,2014-09-11,Question,Energy Use,0,ALL,The Allstate Corporation
103247,2014-09-11,Question,Environmental / Social / Ethical elements of Underwriting,100,ALL,The Allstate Corporation
103247,2014-09-11,Question,Environmental Management Systems Database / Information S,25,ALL,The Allstate Corporation
103247,2014-09-11,Question,Environmental Reporting - Coverage,100,ALL,The Allstate Corporation
103247,2014-09-11,Question,Environmental Reporting - Materiality,67,ALL,The Allstate Corporation
103247,2014-09-11,Question,Environmental Reporting - Quantitative Data,80,ALL,The Allstate Corporation
103247,2014-09-11,Question,Indirect Greenhouse Gas Emissions (Scope 2),60,ALL,The Allstate Corporation
103247,2014-09-11,Question,Investments,70,ALL,The Allstate Corporation
