institutionid,scoredate,scoretype,aspectname,scorevalue,ticker,companyname
4075849,2013-09-12,Question,Analysis of Risks,40,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Audit Conflict of Interest,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Board Effectiveness,50,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Board Gender Diversity,4,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Board Type,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,CEO-to-Employee Pay Ratio,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Codes of Conduct,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Codes of Conduct: Coverage,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Codes of Conduct: Systems/ Procedures,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Corporate Governance Policy,82,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Corruption & Bribery,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Critical Supplier Identification,64,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Customer Feedback Process,60,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Customer Satisfaction Measurement,48,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Direct-to-Consumer Marketing,,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Direct-to-Consumer Marketing: Policies,,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,ESG Integration in SCM Strategy,15,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Environmental Innovation,12,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Ethical Marketing - Complaints Tracking,32,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Ethical Marketing Commitment,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Non-Executive Chairperson/ Lead Director,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Open Innovation,66,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Opportunities,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Process Innovations,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Product Innovations (Healthcare),70,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,R&D Core or Basic Research,48,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,R&D Development Stages,80,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,R&D Ideation or Applied Research,80,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,R&D Launch,80,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,R&D Post-Launch,60,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,R&D Spending,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Reporting on breaches,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Responsibilities and Committees,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Responsibility Risk & Crisis Management,66,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Risk Response Strategy,80,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Sales Channels Variety & Innovation,40,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Sales Effectiveness Targets,20,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Sensitivity Analysis & Stress Testing,70,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Service Orientation,80,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Social Innovation,,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Supplier Risk Management Measures,16,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Supply Chain Risk Exposure,13,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Supply Chain Transparency & Reporting,10,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Transparency of Executive Compensation,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Balance of Variable Compensation Based on Corporate and I,40,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Bioethics Policy,33,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Business and Human Rights,30,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,CEO Compensation - Success Metrics,40,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Corporate Citizenship Strategy,40,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Coverage of Employees through Predefined Performance Appr,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Employee Support Programs,44,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Employee Turnover Rate,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Fatalities,50,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Health Management,25,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Healthy Lifestyle Incentive,25,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Human Capital Performance Indicators,40,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Human Resource Skill Mapping and Developing Process,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Lost-Time Injury Frequency Rate (LTIFR) - Contractors,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Lost-Time Injury Frequency Rate (LTIFR) - Employees,51,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Measuring Benefits,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Occupational Illness Frequency Rate (OIFR) - Employees,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Payout Type of Total Performance-Related Compensation,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Percentage of Performance Related Compensation for each E,80,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Personal and Organizational Learning and Development,70,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Philanthropic Contributions,50,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Social Reporting - Assurance,25,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Social Reporting - Coverage,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Social Reporting - Materiality,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Social Reporting - Quantitative Data,64,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Stakeholder Engagement Governance,12,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Stakeholder Engagement Implementation,20,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Stakeholder Engagement Review,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Trend of Employee Wellbeing,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Type of Performance Appraisal,40,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Type of Philanthropic Activities,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Workforce Breakdown: Gender,32,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Dimension,Economic Governance Dimension,70,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Dimension,Environmental Dimension,58,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Dimension,Social Dimension,52,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Climate Strategy,42,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Environmental Policy & Management Systems,95,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Environmental Reporting,56,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Operational Eco-Efficiency,47,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Business Ethics,85,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Corporate Governance,82,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Customer Relationship Management,60,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Innovation Management,72,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Marketing Practices,76,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Risk & Crisis Management,68,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Supply Chain Management,44,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Bioethics,33,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Corporate Citizenship & Philanthropy,28,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Human Capital Development,67,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Labor Practice Indicators,60,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Occupational Health & Safety,59,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Social Reporting,47,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Stakeholder Engagement,38,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Talent Attraction & Retention,62,A,"Agilent Technologies, Inc."
4075849,2013-09-12,S&P Global ESG Score,S&P Global ESG Score,59,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Climate Change Governance,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Climate Risk Management,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Climate Strategy Impacts,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Climate-Related Management Incentives,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Coverage of Environmental Management Policy,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Direct Greenhouse Gas Emissions (Scope 1),90,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,EMS: Certification/ Audit/ Verification,88,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,EP - Biological Oxygen Demand,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,EP - Electricity Purchased,90,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Emissions Reduction Targets,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Energy Use,90,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Environmental Reporting - Coverage,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Environmental Reporting - Materiality,18,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Environmental Reporting - Quantitative Data,34,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Financial Opportunities Arising from Climate Change,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Financial Risks of Climate Change,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Hazardous Waste,20,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Indirect Greenhouse Gas Emissions (Scope 2),100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Indirect Greenhouse Gas Emissions (Scope 3),50,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Low-Carbon Products,60,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Sustainability Reporting Assurance,70,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Volatile Organic Compounds Emissions,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Waste Disposal,20,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Water Use,46,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Analysis of Risks,40,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Audit Conflict of Interest,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Board Effectiveness,50,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Board Gender Diversity,4,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Board Type,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,CEO-to-Employee Pay Ratio,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Codes of Conduct,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Codes of Conduct: Coverage,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Codes of Conduct: Systems/ Procedures,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Corporate Governance Policy,82,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Corruption & Bribery,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Critical Supplier Identification,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Customer Feedback Process,60,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Customer Satisfaction Measurement,48,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Direct-to-Consumer Marketing,,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Direct-to-Consumer Marketing: Policies,,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,ESG Integration in SCM Strategy,15,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Environmental Innovation,12,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Ethical Marketing - Complaints Tracking,32,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Ethical Marketing Commitment,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Non-Executive Chairperson/ Lead Director,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Open Innovation,66,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Opportunities,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Process Innovations,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Product Innovations (Healthcare),70,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,R&D Core or Basic Research,48,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,R&D Development Stages,80,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,R&D Ideation or Applied Research,80,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,R&D Launch,80,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,R&D Post-Launch,60,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,R&D Spending,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Reporting on breaches,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Responsibilities and Committees,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Responsibility Risk & Crisis Management,66,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Risk Response Strategy,80,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Sales Channels Variety & Innovation,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Sales Effectiveness Targets,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Sensitivity Analysis & Stress Testing,70,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Service Orientation,80,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Social Innovation,,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Supplier Risk Management Measures,16,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Supply Chain Risk Exposure,13,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Supply Chain Transparency & Reporting,10,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Transparency of Executive Compensation,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Balance of Variable Compensation Based on Corporate and I,40,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Bioethics Policy,33,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Business and Human Rights,30,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,CEO Compensation - Success Metrics,40,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Corporate Citizenship Strategy,40,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Coverage of Employees through Predefined Performance Appr,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Employee Support Programs,44,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Employee Turnover Rate,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Fatalities,50,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Health Management,25,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Healthy Lifestyle Incentive,25,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Human Capital Performance Indicators,40,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Human Resource Skill Mapping and Developing Process,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Lost-Time Injury Frequency Rate (LTIFR) - Contractors,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Lost-Time Injury Frequency Rate (LTIFR) - Employees,51,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Measuring Benefits,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Occupational Illness Frequency Rate (OIFR) - Employees,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Payout Type of Total Performance-Related Compensation,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Percentage of Performance Related Compensation for each E,80,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Personal and Organizational Learning and Development,70,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Philanthropic Contributions,50,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Social Reporting - Assurance,25,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Social Reporting - Coverage,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Social Reporting - Materiality,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Social Reporting - Quantitative Data,64,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Stakeholder Engagement Governance,12,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Stakeholder Engagement Implementation,20,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Stakeholder Engagement Review,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Trend of Employee Wellbeing,100,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Type of Performance Appraisal,40,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Type of Philanthropic Activities,0,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Question,Workforce Breakdown: Gender,32,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Dimension,Economic Governance Dimension,68,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Dimension,Environmental Dimension,57,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Dimension,Social Dimension,52,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Climate Strategy,35,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Environmental Policy & Management Systems,95,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Environmental Reporting,56,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Operational Eco-Efficiency,47,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Business Ethics,85,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Corporate Governance,82,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Customer Relationship Management,52,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Innovation Management,72,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Marketing Practices,76,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Risk & Crisis Management,68,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Supply Chain Management,37,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Bioethics,33,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Corporate Citizenship & Philanthropy,28,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Human Capital Development,67,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Labor Practice Indicators,60,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Occupational Health & Safety,59,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Social Reporting,47,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Stakeholder Engagement,38,A,"Agilent Technologies, Inc."
4075849,2013-09-12,Criteria,Talent Attraction & Retention,62,A,"Agilent Technologies, Inc."
4075849,2014-09-11,S&P Global ESG Score,S&P Global ESG Score,59,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Climate Change Governance,0,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Climate Risk Management,68,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Climate Strategy Impacts,100,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Climate-Related Management Incentives,0,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Coverage of Environmental Management Policy,100,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Direct Greenhouse Gas Emissions (Scope 1),37,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,EMS: Certification/ Audit/ Verification,88,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,EP - Biological Oxygen Demand,0,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,EP - Electricity Purchased,90,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Emissions Reduction Targets,100,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Energy Use,90,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Environmental Reporting - Coverage,100,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Environmental Reporting - Materiality,40,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Environmental Reporting - Quantitative Data,30,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Financial Opportunities Arising from Climate Change,20,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Financial Risks of Climate Change,14,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Hazardous Waste,20,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Indirect Greenhouse Gas Emissions (Scope 2),90,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Indirect Greenhouse Gas Emissions (Scope 3),33,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Low-Carbon Products,60,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Sustainability Reporting Assurance,80,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Volatile Organic Compounds Emissions,0,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Waste Disposal,20,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Water Use,51,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Analysis of Risks,40,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Audit Conflict of Interest,100,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Board Diversity Policy,20,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Board Effectiveness,40,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Board Gender Diversity,8,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Board Type,100,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,CEO-to-Employee Pay Ratio,0,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Codes of Conduct,100,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Codes of Conduct: Coverage,100,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Codes of Conduct: Systems/ Procedures,100,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Corporate Governance Policy,82,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Corruption & Bribery,100,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Critical Supplier Identification,48,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Customer Feedback Process,60,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Customer Satisfaction Measurement,48,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Direct-to-Consumer Marketing,,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Direct-to-Consumer Marketing: Policies,,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,ESG Integration in SCM Strategy,40,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Environmental Innovation,12,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Ethical Marketing - Complaints Tracking,32,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Ethical Marketing Commitment,100,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Non-Executive Chairperson/ Lead Director,100,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Open Innovation,71,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Opportunities,0,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Process Innovations,50,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,Product Innovations (Healthcare),70,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,R&D Core or Basic Research,48,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,R&D Development Stages,80,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,R&D Ideation or Applied Research,80,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,R&D Launch,80,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,R&D Post-Launch,60,A,"Agilent Technologies, Inc."
4075849,2014-09-11,Question,R&D Spending,100,A,"Agilent Technologies, Inc."
