name,ttm,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
	EffectOfExchangeRateChanges,"16,500,000","45,100,000","-3,200,000","182,800,000","-208,200,000","-106,900,000","32,400,000","-81,400,000","-33,200,000","13,800,000","36,300,000","112,500,000","38,400,000","111,100,000","-142,200,000","53,000,000","-49,800,000","-31,200,000","34,100,000","-32,900,000","-22,600,000","-68,200,000","38,700,000","45,100,000","14,500,000","5,400,000","7,000,000","-15,100,000","-1,800,000","-2,900,000","-1,900,000","-2,900,000","-9,700,000","3,700,000","-6,200,000","13,800,000","-4,800,000","18,900,000","0","-200,000","3,200,000","-3,500,000","-4,300,000","100,000","4,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	BeginningCashPosition,"4,789,700,000","6,091,000,000","4,964,200,000","5,276,800,000","4,789,700,000","4,638,700,000","4,466,300,000","6,012,300,000","6,375,000,000","3,360,900,000","3,574,300,000","3,474,800,000","3,002,700,000","2,633,200,000","2,623,900,000","2,607,300,000","2,546,600,000","2,540,800,000","2,236,800,000","2,260,500,000","2,344,700,000","2,108,700,000","2,305,000,000","564,900,000","587,800,000","564,000,000","545,500,000","531,800,000","411,100,000","425,400,000","480,400,000","369,700,000","321,700,000","276,800,000","314,400,000","290,500,000","973,500,000","739,200,000","298,100,000","286,900,000","240,000,000","224,000,000","302,100,000","305,200,000","282,100,000","301,800,000","291,200,000","241,400,000","263,200,000","333,200,000","249,800,000","296,300,000","230,000,000","227,100,000","205,900,000","237,900,000","226,100,000","192,500,000","194,400,000","249,600,000","232,900,000","185,200,000","255,900,000","351,400,000","210,900,000","158,800,000","208,000,000","231,100,000","222,400,000","184,000,000","317,800,000","313,900,000","243,100,000","212,300,000","224,600,000","297,300,000","258,300,000","211,500,000","193,600,000","178,200,000","149,000,000","165,000,000","153,000,000","128,644,000","110,589,000","103,197,000","98,530,000","124,238,000","100,930,000","95,972,000","116,897,000","92,741,000","63,237,000","65,935,000","62,457,000","65,700,000","0","0","64,500,000","0","0","0","67,200,000","0","0","0","57,000,000","0","0","0","53,800,000","0","0","0","39,700,000","0","0","0","43,500,000","0","0","0","43,400,000","0","0","0","116,300,000","0","0","0","111,500,000","0","0","0","69,400,000"
	OtherCashAdjustmentOutsideChangeinCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,900,000","-44,000,000","200,000","-1,500,000","-12,100,000","-48,100,000","-13,200,000","3,700,000","-9,400,000","-48,200,000","4,400,000","-13,300,000","15,400,000","-63,400,000","16,600,000","-19,900,000","-4,700,000","-45,500,000","27,100,000","-32,200,000","3,300,000","-37,900,000","14,800,000","-17,200,000","-2,600,000","-41,800,000","10,400,000","-14,300,000","-6,200,000","-102,300,000","11,700,000","-31,100,000","-8,600,000","-88,400,000","-6,700,000","-25,100,000","2,100,000","-81,800,000"
IncomeTaxPaidSupplementalData,,"63,200,000","53,500,000",,,,,,,,,,,,,,,,,"17,300,000","10,300,000","28,900,000","11,600,000","6,800,000","10,200,000","26,600,000","12,200,000","13,900,000","13,100,000","25,300,000","13,800,000","22,500,000","7,400,000","35,500,000","12,900,000","21,300,000","17,900,000","18,500,000","15,200,000","12,100,000","13,400,000","13,900,000","9,800,000","30,500,000","4,800,000","7,300,000","4,900,000","1,000,000","9,800,000","13,400,000","7,800,000","16,400,000","8,400,000",,,"4,600,000","7,700,000","12,900,000","2,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestPaidSupplementalData,,"67,200,000","60,100,000",,,,,,,,,,,,,,,,,"40,400,000","32,900,000","37,900,000","28,000,000","34,500,000","28,400,000","31,800,000","30,100,000","30,300,000","28,300,000","25,200,000","29,000,000","22,900,000","28,900,000","23,300,000","28,800,000","22,800,000","31,900,000","8,300,000","19,500,000","8,800,000","17,100,000","5,700,000","17,600,000","4,200,000","16,600,000","5,000,000","16,400,000","4,600,000","16,400,000","4,200,000","13,200,000","4,500,000","12,900,000",,,"400,000","13,200,000","600,000","13,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CapitalExpenditure,"-180,400,000","-59,100,000","-29,700,000","-42,400,000","-49,200,000","-53,400,000","-37,700,000","-25,400,000","-44,000,000","-32,000,000","-27,200,000","-19,800,000","-20,700,000","-29,300,000","-29,500,000","-31,100,000","-32,400,000","-36,000,000","-39,300,000","-33,600,000","-28,100,000","-31,600,000","-31,100,000","-35,400,000","-28,200,000","-36,300,000","-29,300,000","-79,000,000","-35,700,000","-41,200,000","-61,900,000","-27,200,000","-29,100,000","-24,900,000","-17,800,000","-21,800,000","-17,600,000","-22,300,000","-19,800,000","-23,800,000","-33,900,000","-26,600,000","-9,300,000","-14,900,000","-9,500,000","-13,200,000","-13,400,000","-10,800,000","-12,100,000","-8,800,000","-8,300,000","-7,300,000","-5,100,000","-7,000,000","-6,000,000","-5,900,000","-4,100,000","-8,200,000","-5,300,000","-7,000,000","-8,600,000","-8,200,000","-8,200,000","-14,700,000","-8,900,000","-7,200,000","-9,900,000","-5,500,000","-8,500,000","-9,600,000","-9,400,000","-8,400,000","-3,200,000","-6,500,000","-4,700,000","-6,800,000","-10,600,000","-6,200,000","-5,400,000","-7,400,000","-5,300,000","-2,600,000","-10,000,000","-12,986,000","-10,507,000","-10,694,000","-11,243,000","-8,762,000","-6,030,000","-5,003,000","-4,524,000","-2,841,000","-2,806,000","-4,900,000","-4,021,000","-2,900,000","-5,200,000","-4,300,000","-4,200,000","-6,600,000","-3,000,000","-2,600,000","-1,800,000","-4,400,000","-2,400,000","-2,700,000","-1,800,000","-2,600,000","-2,400,000","-2,500,000","-2,600,000","-1,300,000",,,"-2,900,000",,"-22,200,000","-2,400,000","-500,000",,,,,"-1,900,000","-1,400,000","-1,500,000","-1,000,000","-1,300,000","-1,900,000","-2,200,000","-2,300,000","-1,200,000","-1,900,000","-1,900,000","-2,200,000"
IssuanceOfCapitalStock,"120,000,000","35,700,000","30,300,000","20,900,000","33,100,000","23,200,000","45,900,000","22,100,000","22,600,000","1,464,800,000","37,200,000","28,300,000","25,400,000","34,300,000","23,900,000","18,100,000","18,000,000","32,300,000","32,800,000","12,000,000","22,200,000","15,400,000","32,300,000","10,200,000","15,300,000","14,600,000","20,300,000","8,800,000","15,900,000","14,100,000","6,800,000","4,300,000","10,800,000","170,100,000","18,100,000","36,400,000","12,600,000","929,900,000","18,100,000","11,700,000","13,100,000","24,400,000","27,000,000","21,400,000","12,300,000","21,900,000","26,700,000","19,100,000","8,100,000","20,400,000","26,300,000","10,300,000","3,300,000","11,100,000","12,000,000","1,700,000","2,100,000","1,900,000","2,600,000","1,900,000","7,800,000","5,500,000","7,400,000","2,800,000","6,400,000","5,400,000","7,600,000","4,600,000","3,100,000","4,400,000","12,000,000","6,800,000","4,000,000","7,900,000","9,400,000","4,100,000","5,900,000","9,600,000","11,000,000","7,400,000","3,600,000","9,700,000","3,000,000","1,314,000","1,034,000","9,333,000","3,865,000","5,153,000","15,367,000","2,477,000","4,258,000","7,967,000","1,960,000","7,830,000","10,080,000","6,500,000","800,000","7,200,000","7,000,000","5,700,000","-800,000","6,200,000","6,800,000","3,000,000","3,100,000","2,600,000","2,300,000","2,600,000","100,000","3,300,000","3,900,000","1,100,000","2,900,000","800,000","4,100,000","700,000","1,600,000","900,000","600,000","1,300,000","3,700,000","1,200,000","7,000,000","2,300,000","600,000","800,000","700,000","400,000","100,000","200,000","400,000","400,000","1,800,000","-1,700,000","300,000"
IssuanceOfDebt,"3,784,000,000","1,270,000,000","1,498,700,000","268,700,000","746,600,000","1,199,900,000","380,100,000","361,100,000","121,400,000","2,056,500,000","455,000,000","-50,600,000","109,400,000","733,600,000","2,278,500,000","1,576,000,000","773,600,000","1,105,100,000","1,604,500,000","743,900,000","509,000,000","1,440,000,000","815,000,000","702,600,000","1,229,000,000","1,405,000,000","955,000,000","1,220,500,000","597,000,000","966,500,000","332,000,000","334,500,000","275,400,000","246,000,000","17,000,000","63,700,000","-55,700,000","1,342,000,000","967,400,000","445,000,000","217,500,000","410,000,000","18,000,000","141,000,000","50,000,000","5,000,000","157,000,000","49,000,000","17,000,000","85,000,000","125,000,000","0","0","13,000,000","35,000,000","172,000,000","27,000,000","15,000,000","90,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepaymentOfDebt,"-3,089,400,000","-994,500,000","-748,700,000","-410,500,000","-935,700,000","-923,200,000","-487,100,000","423,000,000","-695,200,000","-478,200,000","-484,600,000","0","-180,000,000","-1,000,000,000","-1,970,000,000","-1,450,000,000","-670,000,000","-910,000,000","-1,030,000,000","-645,000,000","-460,500,000","-1,219,200,000","-675,300,000","-605,000,000","-1,324,700,000","-1,235,500,000","-865,800,000","-1,151,800,000","-545,400,000","-756,700,000","-265,300,000","-273,000,000","-243,400,000","-207,300,000","-70,300,000","-99,500,000","-153,000,000","-717,400,000","-530,500,000","-50,000,000","-82,000,000","-260,000,000","-97,000,000","-12,000,000","-48,000,000","-49,000,000","-75,000,000","-39,000,000","-52,000,000",,,"0","0",,,"-153,000,000","-89,000,000","-44,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepurchaseOfCapitalStock,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-11,300,000","-17,700,000","0","0","0","0","0","-70,600,000","-30,400,000",,,,,,,,,,,,,"-1,500,000","0","0","0","-100,000","0","-800,000","-300,000","-200,000","-300,000","-100,000","-200,000","-300,000","-400,000","-100,000","-200,000","-100,000","-100,000","-500,000","-600,000","-67,700,000","-56,200,000","-122,200,000","-15,700,000","-20,800,000","-200,000","-11,700,000","-600,000","-200,000","-300,000",,,"-18,800,000","-19,100,000","0","-18,300,000","-32,000,000","-29,200,000","-13,600,000","-6,000,000","-34,000",,,,"-36,976,000","-42,037,000","-12,274,000","-12,836,000","-18,144,000","-379,000","-5,457,000","-7,364,000","-1,600,000","-3,100,000","-2,200,000","-11,500,000","-1,700,000",,,,"-2,600,000","-1,300,000","-6,400,000","-6,800,000","0","-1,400,000","-17,900,000","-2,000,000","-8,400,000","-1,500,000","-3,000,000","-2,200,000","-15,400,000","-5,300,000","-4,600,000","-18,500,000","-1,000,000",,,,"0","-9,800,000","-2,600,000","-3,500,000","-5,700,000","-1,000,000","0","-100,000","-700,000",,,"-500,000"
FreeCashFlow,"2,245,500,000","-46,700,000","398,800,000","158,000,000","1,107,500,000","280,300,000","396,900,000","537,500,000","408,900,000","370,000,000","259,100,000","345,100,000","564,700,000","664,300,000","79,100,000","319,000,000","317,100,000","479,800,000","-135,500,000","226,900,000","163,200,000","499,300,000","-248,700,000","359,700,000","225,500,000","-600,000","140,400,000","154,700,000","207,700,000","-5,600,000","47,500,000","298,900,000","215,700,000","-56,500,000","95,500,000","147,300,000","8,800,000","108,400,000","56,300,000","47,500,000","170,900,000","-4,000,000","41,900,000","148,700,000","106,900,000","97,400,000","-61,000,000","90,300,000","72,500,000","95,900,000","-15,600,000","12,100,000","117,700,000","79,100,000","-2,500,000","10,000,000","113,900,000","103,400,000","-39,300,000","32,600,000","93,400,000","74,200,000","-71,600,000","88,500,000","67,200,000","107,000,000","-51,100,000","25,100,000","91,500,000","58,600,000","-103,500,000","24,300,000","99,000,000","33,500,000","9,200,000","35,300,000","83,600,000","71,200,000","58,100,000","77,100,000","83,200,000","-4,600,000","48,000,000","43,482,000","71,930,000","-11,239,000","80,000","29,161,000","62,779,000","3,611,000","10,439,000","40,067,000","51,074,000","550,000","29,970,000","500,000","46,400,000","-2,600,000","2,800,000","16,600,000","26,800,000","-8,800,000","7,800,000","7,100,000","16,600,000","21,600,000","9,000,000","-12,100,000","19,800,000","3,200,000","12,600,000","-5,000,000","13,200,000","15,000,000","8,900,000","29,800,000","21,600,000","1,400,000","17,600,000","-13,300,000","20,000,000","10,500,000","6,800,000","-14,600,000","25,300,000","12,600,000","-3,500,000","1,100,000","38,600,000","7,200,000","-10,500,000","2,600,000","24,600,000","-1,900,000","11,800,000"
